DatasetName,GroupName,FileName,Size,Shape,Datatype
/AwakeEventData/BTV.TT41.412442_FWHEEL/Acquisition/position,/AwakeEventData/BTV.TT41.412442_FWHEEL/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",int32
/AwakeEventData/BTV.TT41.412442_MASK_H/Acquisition/position,/AwakeEventData/BTV.TT41.412442_MASK_H/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",int32
/AwakeEventData/BTV.TT41.412442_MASK_V/Acquisition/position,/AwakeEventData/BTV.TT41.412442_MASK_V/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",int32
/AwakeEventData/EMETER02/Acq/outOfRange,/AwakeEventData/EMETER02/Acq,1541962108935000000_167_838.h5,1,(),bool
/AwakeEventData/EMETER02/Acq/value,/AwakeEventData/EMETER02/Acq,1541962108935000000_167_838.h5,1,"(1,)",float32
/AwakeEventData/EMETER02/Acq/value_units,/AwakeEventData/EMETER02/Acq,1541962108935000000_167_838.h5,1,"(1,)",|S1
/AwakeEventData/EMETER03/Acq/outOfRange,/AwakeEventData/EMETER03/Acq,1541962108935000000_167_838.h5,1,(),bool
/AwakeEventData/EMETER03/Acq/value,/AwakeEventData/EMETER03/Acq,1541962108935000000_167_838.h5,1,"(1,)",float32
/AwakeEventData/EMETER03/Acq/value_units,/AwakeEventData/EMETER03/Acq,1541962108935000000_167_838.h5,1,"(1,)",|S1
/AwakeEventData/EMETER04/Acq/outOfRange,/AwakeEventData/EMETER04/Acq,1541962108935000000_167_838.h5,1,(),bool
/AwakeEventData/EMETER04/Acq/value,/AwakeEventData/EMETER04/Acq,1541962108935000000_167_838.h5,1,"(1,)",float32
/AwakeEventData/EMETER04/Acq/value_units,/AwakeEventData/EMETER04/Acq,1541962108935000000_167_838.h5,1,"(1,)",|S1
/AwakeEventData/EMETER05/Acq/outOfRange,/AwakeEventData/EMETER05/Acq,1541962108935000000_167_838.h5,1,(),bool
/AwakeEventData/EMETER05/Acq/value,/AwakeEventData/EMETER05/Acq,1541962108935000000_167_838.h5,1,"(1,)",float32
/AwakeEventData/EMETER05/Acq/value_units,/AwakeEventData/EMETER05/Acq,1541962108935000000_167_838.h5,1,"(1,)",|S1
/AwakeEventData/FWHEEL01/Acq/backWheelPositionDescription,/AwakeEventData/FWHEEL01/Acq,1541962108935000000_167_838.h5,1,"(1,)",|S6
/AwakeEventData/FWHEEL01/Acq/frontWheelPositionDescription,/AwakeEventData/FWHEEL01/Acq,1541962108935000000_167_838.h5,1,"(1,)",|S6
/AwakeEventData/FWHEEL01/Acq/status,/AwakeEventData/FWHEEL01/Acq,1541962108935000000_167_838.h5,1,"(1,)",int32
/AwakeEventData/GD_BPM.AWAKE.TRIUMF/AcquisitionSPS/bpmNames,/AwakeEventData/GD_BPM.AWAKE.TRIUMF/AcquisitionSPS,1541962108935000000_167_838.h5,14,"(14,)",|S18
/AwakeEventData/GD_BPM.AWAKE.TRIUMF/AcquisitionSPS/horPos,/AwakeEventData/GD_BPM.AWAKE.TRIUMF/AcquisitionSPS,1541962108935000000_167_838.h5,14,"(14,)",float32
/AwakeEventData/GD_BPM.AWAKE.TRIUMF/AcquisitionSPS/nbOfBpms,/AwakeEventData/GD_BPM.AWAKE.TRIUMF/AcquisitionSPS,1541962108935000000_167_838.h5,1,"(1,)",int32
/AwakeEventData/GD_BPM.AWAKE.TRIUMF/AcquisitionSPS/posOK,/AwakeEventData/GD_BPM.AWAKE.TRIUMF/AcquisitionSPS,1,"(1,)",NA
/AwakeEventData/GD_BPM.AWAKE.TRIUMF/AcquisitionSPS/sigma,/AwakeEventData/GD_BPM.AWAKE.TRIUMF/AcquisitionSPS,1541962108935000000_167_838.h5,14,"(14,)",int32
/AwakeEventData/GD_BPM.AWAKE.TRIUMF/AcquisitionSPS/verPos,/AwakeEventData/GD_BPM.AWAKE.TRIUMF/AcquisitionSPS,1541962108935000000_167_838.h5,14,"(14,)",float32
/AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition/bpmNames,/AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition,1541962108935000000_167_838.h5,14,"(14,)",|S18
/AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition/horPos,/AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition,1541962108935000000_167_838.h5,14,"(14,)",float32
/AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition/horPosSelected,/AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition,1541962108935000000_167_838.h5,14,"(14,)",float32
/AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition/nbOfBpms,/AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition,1541962108935000000_167_838.h5,1,"(1,)",int32
/AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition/posOK,/AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition,1,"(1,)",NA
/AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition/posOkSelected,/AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition,1541962108935000000_167_838.h5,0,"(0,)",NA
/AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition/sigma,/AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition,1541962108935000000_167_838.h5,14,"(14,)",float32
/AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition/sigmaSelected,/AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition,1541962108935000000_167_838.h5,14,"(14,)",int32
/AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition/verPos,/AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition,1541962108935000000_167_838.h5,14,"(14,)",float32
/AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition/verPosSelected,/AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition,1541962108935000000_167_838.h5,14,"(14,)",float32
/AwakeEventData/LSSE2/Acq/position,/AwakeEventData/LSSE2/Acq,1541962108935000000_167_838.h5,1,"(1,)",int32
/AwakeEventData/LSSP2/Acq/position,/AwakeEventData/LSSP2/Acq,1541962108935000000_167_838.h5,1,"(1,)",int32
/AwakeEventData/MPP-TSG41-MIRROR1-H/Acquisition/position,/AwakeEventData/MPP-TSG41-MIRROR1-H/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",int32
/AwakeEventData/MPP-TSG41-MIRROR1-V/Acquisition/position,/AwakeEventData/MPP-TSG41-MIRROR1-V/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",int32
/AwakeEventData/MPP-TSG41-WHEEL1-BI/Acquisition/position,/AwakeEventData/MPP-TSG41-WHEEL1-BI/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",int32
/AwakeEventData/MPP-VACTRANS-CTR/Acquisition/mmPosition,/AwakeEventData/MPP-VACTRANS-CTR/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",float64
/AwakeEventData/MPP-VACTRANS-CTR/Acquisition/position,/AwakeEventData/MPP-VACTRANS-CTR/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",int32
/AwakeEventData/MPP-VACTRANS-CTR/Acquisition/stepperBusy,/AwakeEventData/MPP-VACTRANS-CTR/Acquisition,1541962108935000000_167_838.h5,1,(),bool
/AwakeEventData/MPP-VACTRANS-CTR/Acquisition/switchIn,/AwakeEventData/MPP-VACTRANS-CTR/Acquisition,1541962108935000000_167_838.h5,1,(),bool
/AwakeEventData/MPP-VACTRANS-CTR/Acquisition/switchOut,/AwakeEventData/MPP-VACTRANS-CTR/Acquisition,1541962108935000000_167_838.h5,1,(),bool
/AwakeEventData/MPP-VACTRANS-OTR/Acquisition/mmPosition,/AwakeEventData/MPP-VACTRANS-OTR/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",float64
/AwakeEventData/MPP-VACTRANS-OTR/Acquisition/position,/AwakeEventData/MPP-VACTRANS-OTR/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",int32
/AwakeEventData/MPP-VACTRANS-OTR/Acquisition/stepperBusy,/AwakeEventData/MPP-VACTRANS-OTR/Acquisition,1541962108935000000_167_838.h5,1,(),bool
/AwakeEventData/MPP-VACTRANS-OTR/Acquisition/switchIn,/AwakeEventData/MPP-VACTRANS-OTR/Acquisition,1541962108935000000_167_838.h5,1,(),bool
/AwakeEventData/MPP-VACTRANS-OTR/Acquisition/switchOut,/AwakeEventData/MPP-VACTRANS-OTR/Acquisition,1541962108935000000_167_838.h5,1,(),bool
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS01/Movement/leftLimitSwitchReached,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS01/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS01/Movement/position,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS01/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS01/Movement/rightLimitSwitchReached,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS01/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS02/Movement/leftLimitSwitchReached,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS02/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS02/Movement/position,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS02/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS02/Movement/rightLimitSwitchReached,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS02/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS03/Movement/leftLimitSwitchReached,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS03/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS03/Movement/position,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS03/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS03/Movement/rightLimitSwitchReached,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS03/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS04/Movement/leftLimitSwitchReached,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS04/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS04/Movement/position,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS04/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS04/Movement/rightLimitSwitchReached,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS04/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS09/Movement/leftLimitSwitchReached,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS09/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS09/Movement/position,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS09/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS09/Movement/rightLimitSwitchReached,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS09/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS10/Movement/leftLimitSwitchReached,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS10/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS10/Movement/position,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS10/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS10/Movement/rightLimitSwitchReached,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS10/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS11/Movement/leftLimitSwitchReached,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS11/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS11/Movement/position,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS11/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS11/Movement/rightLimitSwitchReached,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS11/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS12/Movement/leftLimitSwitchReached,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS12/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS12/Movement/position,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS12/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS12/Movement/rightLimitSwitchReached,/AwakeEventData/MPPAWAKE-STANDA-08.AXIS12/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS01/Movement/leftLimitSwitchReached,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS01/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS01/Movement/position,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS01/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS01/Movement/rightLimitSwitchReached,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS01/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS02/Movement/leftLimitSwitchReached,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS02/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS02/Movement/position,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS02/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS02/Movement/rightLimitSwitchReached,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS02/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS03/Movement/leftLimitSwitchReached,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS03/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS03/Movement/position,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS03/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS03/Movement/rightLimitSwitchReached,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS03/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS04/Movement/leftLimitSwitchReached,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS04/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS04/Movement/position,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS04/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS04/Movement/rightLimitSwitchReached,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS04/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS05/Movement/leftLimitSwitchReached,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS05/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS05/Movement/position,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS05/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS05/Movement/rightLimitSwitchReached,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS05/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS06/Movement/leftLimitSwitchReached,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS06/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS06/Movement/position,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS06/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS06/Movement/rightLimitSwitchReached,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS06/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS07/Movement/leftLimitSwitchReached,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS07/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS07/Movement/position,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS07/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS07/Movement/rightLimitSwitchReached,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS07/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS08/Movement/leftLimitSwitchReached,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS08/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS08/Movement/position,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS08/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS08/Movement/rightLimitSwitchReached,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS08/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS09/Movement/leftLimitSwitchReached,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS09/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS09/Movement/position,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS09/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS09/Movement/rightLimitSwitchReached,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS09/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS10/Movement/leftLimitSwitchReached,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS10/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS10/Movement/position,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS10/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS10/Movement/rightLimitSwitchReached,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS10/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS11/Movement/leftLimitSwitchReached,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS11/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS11/Movement/position,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS11/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS11/Movement/rightLimitSwitchReached,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS11/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS12/Movement/leftLimitSwitchReached,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS12/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS12/Movement/position,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS12/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS12/Movement/rightLimitSwitchReached,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS12/Movement,1541962108935000000_167_838.h5,1,(),|S128
/AwakeEventData/PMOTOR01/Acquisition/position,/AwakeEventData/PMOTOR01/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",int32
/AwakeEventData/PMOTOR02/Acquisition/position,/AwakeEventData/PMOTOR02/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",int32
/AwakeEventData/PMOTOR03/Acquisition/position,/AwakeEventData/PMOTOR03/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",int32
/AwakeEventData/PMOTOR04/Acquisition/position,/AwakeEventData/PMOTOR04/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",int32
/AwakeEventData/PMOTOR05/Acquisition/position,/AwakeEventData/PMOTOR05/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",int32
/AwakeEventData/PMOTOR06/Acquisition/position,/AwakeEventData/PMOTOR06/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",int32
/AwakeEventData/PMOTOR13/Acquisition/position,/AwakeEventData/PMOTOR13/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",int32
/AwakeEventData/PMOTOR14/Acquisition/position,/AwakeEventData/PMOTOR14/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",int32
/AwakeEventData/PMOTOR15/Acquisition/position,/AwakeEventData/PMOTOR15/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",int32
/AwakeEventData/PMOTOR16/Acquisition/position,/AwakeEventData/PMOTOR16/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",int32
/AwakeEventData/Plunger.412401/StartCounterSt/value,/AwakeEventData/Plunger.412401/StartCounterSt,1541962108935000000_167_838.h5,1,"(1,)",int32
/AwakeEventData/Plunger.412401/State/value,/AwakeEventData/Plunger.412401/State,1541962108935000000_167_838.h5,1,"(1,)",int16
/AwakeEventData/Plunger.412422/StartCounterSt/value,/AwakeEventData/Plunger.412422/StartCounterSt,1541962108935000000_167_838.h5,1,"(1,)",int32
/AwakeEventData/Plunger.412422/State/value,/AwakeEventData/Plunger.412422/State,1541962108935000000_167_838.h5,1,"(1,)",int16
/AwakeEventData/RADMON.AWAKE-1/Acquisition/SEUType1,/AwakeEventData/RADMON.AWAKE-1/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-1/Acquisition/SEUType2,/AwakeEventData/RADMON.AWAKE-1/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-1/Acquisition/cumBank1HadronFluence,/AwakeEventData/RADMON.AWAKE-1/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-1/Acquisition/cumBank1MBUCounts,/AwakeEventData/RADMON.AWAKE-1/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",int32
/AwakeEventData/RADMON.AWAKE-1/Acquisition/cumBank1SEUCounts,/AwakeEventData/RADMON.AWAKE-1/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",int32
/AwakeEventData/RADMON.AWAKE-1/Acquisition/cumBank2HadronFluence,/AwakeEventData/RADMON.AWAKE-1/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-1/Acquisition/cumBank2MBUCounts,/AwakeEventData/RADMON.AWAKE-1/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",int32
/AwakeEventData/RADMON.AWAKE-1/Acquisition/cumBank2SEUCounts,/AwakeEventData/RADMON.AWAKE-1/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",int32
/AwakeEventData/RADMON.AWAKE-1/Acquisition/cumNeutronFluence,/AwakeEventData/RADMON.AWAKE-1/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-1/Acquisition/cumTID1,/AwakeEventData/RADMON.AWAKE-1/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-1/Acquisition/cumTID2,/AwakeEventData/RADMON.AWAKE-1/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-1/Acquisition/lPar1,/AwakeEventData/RADMON.AWAKE-1/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-1/Acquisition/lPar2,/AwakeEventData/RADMON.AWAKE-1/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-1/Acquisition/lPar3,/AwakeEventData/RADMON.AWAKE-1/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-1/Acquisition/lParType,/AwakeEventData/RADMON.AWAKE-1/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-1/Acquisition/pinDiodeType,/AwakeEventData/RADMON.AWAKE-1/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",int32
/AwakeEventData/RADMON.AWAKE-1/Acquisition/radfet1Type,/AwakeEventData/RADMON.AWAKE-1/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",int32
/AwakeEventData/RADMON.AWAKE-1/Acquisition/radfet2Type,/AwakeEventData/RADMON.AWAKE-1/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",int32
/AwakeEventData/RADMON.AWAKE-1/Acquisition/radmonStatus,/AwakeEventData/RADMON.AWAKE-1/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",int32
/AwakeEventData/RADMON.AWAKE-1/Acquisition/revisionNumber,/AwakeEventData/RADMON.AWAKE-1/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",int32
/AwakeEventData/RADMON.AWAKE-1/Acquisition/revisionType,/AwakeEventData/RADMON.AWAKE-1/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",int32
/AwakeEventData/RADMON.AWAKE-2/Acquisition/SEUType1,/AwakeEventData/RADMON.AWAKE-2/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-2/Acquisition/SEUType2,/AwakeEventData/RADMON.AWAKE-2/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-2/Acquisition/cumBank1HadronFluence,/AwakeEventData/RADMON.AWAKE-2/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-2/Acquisition/cumBank1MBUCounts,/AwakeEventData/RADMON.AWAKE-2/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",int32
/AwakeEventData/RADMON.AWAKE-2/Acquisition/cumBank1SEUCounts,/AwakeEventData/RADMON.AWAKE-2/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",int32
/AwakeEventData/RADMON.AWAKE-2/Acquisition/cumBank2HadronFluence,/AwakeEventData/RADMON.AWAKE-2/Acquisition,1541962108935000000_167_838.h5,1,"(1,)",float64
