Group Name,Dataset Name,Dataset Size,Dataset Shape,Dataset Datatype
/AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead,/AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/headerValue,100,"(100,)",|S16
/AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead,/AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/dataAcquisitionTime,1,"(1,)",int64
/AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead,/AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/dataAmplitude,768,"(768,)",float64
/AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead,/AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/dataDelay,768,"(768,)",float64
/AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead,/AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/dataImage,442368,"(768, 576)",int16
/AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead,/AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/fileCount,1,"(1,)",int32
/AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead,/AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/fileName,1,"(1,)",|S17
/AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead,/AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/fileTime,1,"(1,)",int64
/AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead,/AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/fittedAmplitude,768,"(768,)",float64
/AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead,/AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/pulseWidth,1,"(1,)",float64
/AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER/NameAcquisition,/AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER/NameAcquisition/nameValue,100,"(100,)",|S45
/AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER/ValueAcquisition,/AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER/ValueAcquisition/floatValue,100,"(100,)",float64
/AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS/NameAcquisition,/AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS/NameAcquisition/nameValue,100,"(100,)",|S19
/AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS/ValueAcquisition,/AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS/ValueAcquisition/floatValue,100,"(100,)",float64
/AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead,/AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/fileCount,1,"(1,)",int32
/AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead,/AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/fileName,1,"(1,)",|S42
/AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead,/AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/fileReadDelay,1,"(1,)",int64
/AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead,/AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/fileTime,1,"(1,)",int64
/AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead,/AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/floatValue,1,"(1,)",float64
/AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead,/AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/integerValue,1,"(1,)",int64
/AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead,/AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/stringValue,1,"(1,)",|S4
/AwakeEventData/TSG41.AWAKE-CTRHET-WR8,/AwakeEventData/TSG41.AWAKE-CTRHET-WR8/FileRead,1,(),|S166
/AwakeEventData/TSG41.AWAKE-DENSITY-DATA/NameAcquisition,/AwakeEventData/TSG41.AWAKE-DENSITY-DATA/NameAcquisition/nameValue,100,"(100,)",|S18
/AwakeEventData/TSG41.AWAKE-DENSITY-DATA/ValueAcquisition,/AwakeEventData/TSG41.AWAKE-DENSITY-DATA/ValueAcquisition/floatValue,100,"(100,)",float64
/AwakeEventData/TSG41.AWAKE-GUI-SUPPORT/NameAcquisition,/AwakeEventData/TSG41.AWAKE-GUI-SUPPORT/NameAcquisition/nameValue,100,"(100,)",|S20
/AwakeEventData/TSG41.AWAKE-GUI-SUPPORT/ValueAcquisition,/AwakeEventData/TSG41.AWAKE-GUI-SUPPORT/ValueAcquisition/floatValue,100,"(100,)",float64
/AwakeEventData/TSG41.AWAKE-LASER-DATA/NameAcquisition,/AwakeEventData/TSG41.AWAKE-LASER-DATA/NameAcquisition/nameValue,100,"(100,)",|S55
/AwakeEventData/TSG41.AWAKE-LASER-DATA/ValueAcquisition,/AwakeEventData/TSG41.AWAKE-LASER-DATA/ValueAcquisition/floatValue,100,"(100,)",float64
/AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS/NameAcquisition,/AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS/NameAcquisition/nameValue,100,"(100,)",|S19
/AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS/ValueAcquisition,/AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS/ValueAcquisition/floatValue,100,"(100,)",float64
/AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ/NameAcquisition,/AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ/NameAcquisition/nameValue,100,"(100,)",|S16
/AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ/ValueAcquisition,/AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ/ValueAcquisition/floatValue,100,"(100,)",float64
/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead,/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/dataAcquisitionTime,1,"(1,)",int64
/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead,/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/dataAxis,3648,"(3648,)",float64
/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead,/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/dataValue,3648,"(3648,)",float64
/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead,/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/fileCount,1,"(1,)",int32
/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead,/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/fileName,1,"(1,)",|S44
/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead,/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/fileReadDelay,1,"(1,)",int64
/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead,/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/fileTime,1,"(1,)",int64
/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead,/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/headerName,11,"(11,)",|S32
/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead,/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/headerValue,11,"(11,)",|S28
/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead,/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/nPixels,1,"(1,)",int32
/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead,/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/dataAcquisitionTime,1,"(1,)",int64
/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead,/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/dataAxis,3648,"(3648,)",float64
/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead,/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/dataValue,3648,"(3648,)",float64
/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead,/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/fileCount,1,"(1,)",int32
/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead,/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/fileName,1,"(1,)",|S43
/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead,/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/fileReadDelay,1,"(1,)",int64
/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead,/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/fileTime,1,"(1,)",int64
/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead,/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/headerName,11,"(11,)",|S32
/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead,/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/headerValue,11,"(11,)",|S28
/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead,/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/nPixels,1,"(1,)",int32
/AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead,/AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/FileTime,1,"(1,)",int64
/AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead,/AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataAcquisitionTime,1,"(1,)",int64
/AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead,/AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataAxis,785,"(785,)",float64
/AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead,/AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataValue1,785,"(785,)",float64
/AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead,/AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataValue2,785,"(785,)",float64
/AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead,/AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataValue3,785,"(785,)",float64
/AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead,/AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataValue4,785,"(785,)",float64
/AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead,/AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/fileCount,1,"(1,)",int32
/AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead,/AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/fileName,1,"(1,)",|S17
/AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead,/AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/fileReadDelay,1,"(1,)",int64
/AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead,/AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/headerName,100,"(100,)",|S1
/AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead,/AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/headerValue,100,"(100,)",|S1
/AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead,/AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/nPixels,1,"(1,)",int32
/AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead,/AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/FileTime,1,"(1,)",int64
/AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead,/AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataAcquisitionTime,1,"(1,)",int64
/AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead,/AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataAxis,785,"(785,)",float64
/AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead,/AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataValue1,785,"(785,)",float64
/AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead,/AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataValue2,785,"(785,)",float64
/AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead,/AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataValue3,785,"(785,)",float64
/AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead,/AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataValue4,785,"(785,)",float64
/AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead,/AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/fileCount,1,"(1,)",int32
/AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead,/AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/fileName,1,"(1,)",|S17
/AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead,/AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/fileReadDelay,1,"(1,)",int64
/AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead,/AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/headerName,100,"(100,)",|S1
/AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead,/AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/headerValue,100,"(100,)",|S1
/AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead,/AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/nPixels,1,"(1,)",int32
/AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead,/AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/FileTime,1,"(1,)",int64
/AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead,/AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataAcquisitionTime,1,"(1,)",int64
/AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead,/AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataAxis,785,"(785,)",float64
/AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead,/AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataValue1,785,"(785,)",float64
/AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead,/AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataValue2,785,"(785,)",float64
/AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead,/AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataValue3,785,"(785,)",float64
/AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead,/AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataValue4,785,"(785,)",float64
/AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead,/AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/fileCount,1,"(1,)",int32
/AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead,/AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/fileName,1,"(1,)",|S17
/AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead,/AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/fileReadDelay,1,"(1,)",int64
/AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead,/AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/headerName,100,"(100,)",|S1
/AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead,/AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/headerValue,100,"(100,)",|S1
/AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead,/AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/nPixels,1,"(1,)",int32
/AwakeEventData/TT41.BCTF.412340/Acquisition,/AwakeEventData/TT41.BCTF.412340/Acquisition/acqTime,1,"(1,)",|S26
/AwakeEventData/TT41.BCTF.412340/Acquisition,/AwakeEventData/TT41.BCTF.412340/Acquisition/beamDestinationStr,1,"(1,)",|S5
/AwakeEventData/TT41.BCTF.412340/Acquisition,/AwakeEventData/TT41.BCTF.412340/Acquisition/beamID,1,"(1,)",int32
/AwakeEventData/TT41.BCTF.412340/Acquisition,/AwakeEventData/TT41.BCTF.412340/Acquisition/calResultCh1,2,"(2,)",int32
/AwakeEventData/TT41.BCTF.412340/Acquisition,/AwakeEventData/TT41.BCTF.412340/Acquisition/calResultCh2,2,"(2,)",int32
/AwakeEventData/TT41.BCTF.412340/Acquisition,/AwakeEventData/TT41.BCTF.412340/Acquisition/calStatusCh1,1,"(1,)",int16
/AwakeEventData/TT41.BCTF.412340/Acquisition,/AwakeEventData/TT41.BCTF.412340/Acquisition/calStatusCh2,1,"(1,)",int16
/AwakeEventData/TT41.BCTF.412340/Acquisition,/AwakeEventData/TT41.BCTF.412340/Acquisition/calibrationFactorCh1,1,"(1,)",float32
/AwakeEventData/TT41.BCTF.412340/Acquisition,/AwakeEventData/TT41.BCTF.412340/Acquisition/calibrationFactorCh2,1,"(1,)",float32
/AwakeEventData/TT41.BCTF.412340/Acquisition,/AwakeEventData/TT41.BCTF.412340/Acquisition/calibratorIMeasuredCh1,1,"(1,)",float32
/AwakeEventData/TT41.BCTF.412340/Acquisition,/AwakeEventData/TT41.BCTF.412340/Acquisition/calibratorIMeasuredCh2,1,"(1,)",float32
/AwakeEventData/TT41.BCTF.412340/Acquisition,/AwakeEventData/TT41.BCTF.412340/Acquisition/calibratorVActual,1,"(1,)",float32
/AwakeEventData/TT41.BCTF.412340/Acquisition,/AwakeEventData/TT41.BCTF.412340/Acquisition/commonStatus,1,"(1,)",int16
/AwakeEventData/TT41.BCTF.412340/Acquisition,/AwakeEventData/TT41.BCTF.412340/Acquisition/cycleTime,1,"(1,)",|S26
/AwakeEventData/TT41.BCTF.412340/Acquisition,/AwakeEventData/TT41.BCTF.412340/Acquisition/descriptionCh1,1,"(1,)",|S1
/AwakeEventData/TT41.BCTF.412340/Acquisition,/AwakeEventData/TT41.BCTF.412340/Acquisition/descriptionCh2,1,"(1,)",|S1
/AwakeEventData/TT41.BCTF.412340/Acquisition,/AwakeEventData/TT41.BCTF.412340/Acquisition/inputOffsetCh1,1,"(1,)",int32
/AwakeEventData/TT41.BCTF.412340/Acquisition,/AwakeEventData/TT41.BCTF.412340/Acquisition/inputOffsetCh2,1,"(1,)",int32
/AwakeEventData/TT41.BCTF.412340/Acquisition,/AwakeEventData/TT41.BCTF.412340/Acquisition/measResultCh1,32,"(32,)",int32
/AwakeEventData/TT41.BCTF.412340/Acquisition,/AwakeEventData/TT41.BCTF.412340/Acquisition/measResultCh2,32,"(32,)",int32
/AwakeEventData/TT41.BCTF.412340/Acquisition,/AwakeEventData/TT41.BCTF.412340/Acquisition/measStatusCh1,1,"(1,)",int16
/AwakeEventData/TT41.BCTF.412340/Acquisition,/AwakeEventData/TT41.BCTF.412340/Acquisition/measStatusCh2,1,"(1,)",int16
/AwakeEventData/TT41.BCTF.412340/Acquisition,/AwakeEventData/TT41.BCTF.412340/Acquisition/nbOfMeas,1,"(1,)",int32
/AwakeEventData/TT41.BCTF.412340/Acquisition,/AwakeEventData/TT41.BCTF.412340/Acquisition/totalCurrentPreferred,1,"(1,)",float32
/AwakeEventData/TT41.BCTF.412340/Acquisition,/AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityAutoCh1,1,"(1,)",float32
/AwakeEventData/TT41.BCTF.412340/Acquisition,/AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityAutoCh2,1,"(1,)",float32
/AwakeEventData/TT41.BCTF.412340/Acquisition,/AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityCalcCh1,1,"(1,)",float32
/AwakeEventData/TT41.BCTF.412340/Acquisition,/AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityCalcCh2,1,"(1,)",float32
/AwakeEventData/TT41.BCTF.412340/Acquisition,/AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityPreferred,1,"(1,)",float32
/AwakeEventData/TT41.BCTF.412340/Acquisition,/AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensity_unit,1,"(1,)",int32
/AwakeEventData/TT41.BCTF.412340/Acquisition,/AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensity_unitExponent,1,"(1,)",int32
/AwakeEventData/TT41.BPM.412343/Acquisition,/AwakeEventData/TT41.BPM.412343/Acquisition/horAvePos,1,"(1,)",float32
/AwakeEventData/TT41.BPM.412343/Acquisition,/AwakeEventData/TT41.BPM.412343/Acquisition/horPos,12,"(12,)",float32
/AwakeEventData/TT41.BPM.412343/Acquisition,/AwakeEventData/TT41.BPM.412343/Acquisition/posOK,1,"(1,)",NA
/AwakeEventData/TT41.BPM.412343/Acquisition,/AwakeEventData/TT41.BPM.412343/Acquisition/sigma,12,"(12,)",int32
/AwakeEventData/TT41.BPM.412343/Acquisition,/AwakeEventData/TT41.BPM.412343/Acquisition/sigmaAvePos,1,"(1,)",float32
/AwakeEventData/TT41.BPM.412343/Acquisition,/AwakeEventData/TT41.BPM.412343/Acquisition/spsExtraction,1,(),bool
/AwakeEventData/TT41.BPM.412343/Acquisition,/AwakeEventData/TT41.BPM.412343/Acquisition/spsExtractionIndex,1,"(1,)",int32
/AwakeEventData/TT41.BPM.412343/Acquisition,/AwakeEventData/TT41.BPM.412343/Acquisition/verAvePos,1,"(1,)",float32
/AwakeEventData/TT41.BPM.412343/Acquisition,/AwakeEventData/TT41.BPM.412343/Acquisition/verPos,12,"(12,)",float32
/AwakeEventData/TT41.BPM.412345/Acquisition,/AwakeEventData/TT41.BPM.412345/Acquisition/horAvePos,1,"(1,)",float32
/AwakeEventData/TT41.BPM.412345/Acquisition,/AwakeEventData/TT41.BPM.412345/Acquisition/horPos,12,"(12,)",float32
/AwakeEventData/TT41.BPM.412345/Acquisition,/AwakeEventData/TT41.BPM.412345/Acquisition/posOK,1,"(1,)",NA
/AwakeEventData/TT41.BPM.412345/Acquisition,/AwakeEventData/TT41.BPM.412345/Acquisition/sigma,12,"(12,)",int32
/AwakeEventData/TT41.BPM.412345/Acquisition,/AwakeEventData/TT41.BPM.412345/Acquisition/sigmaAvePos,1,"(1,)",float32
/AwakeEventData/TT41.BPM.412345/Acquisition,/AwakeEventData/TT41.BPM.412345/Acquisition/spsExtraction,1,(),bool
/AwakeEventData/TT41.BPM.412345/Acquisition,/AwakeEventData/TT41.BPM.412345/Acquisition/spsExtractionIndex,1,"(1,)",int32
/AwakeEventData/TT41.BPM.412345/Acquisition,/AwakeEventData/TT41.BPM.412345/Acquisition/verAvePos,1,"(1,)",float32
/AwakeEventData/TT41.BPM.412345/Acquisition,/AwakeEventData/TT41.BPM.412345/Acquisition/verPos,12,"(12,)",float32
/AwakeEventData/TT41.BPM.412347/Acquisition,/AwakeEventData/TT41.BPM.412347/Acquisition/horAvePos,1,"(1,)",float32
/AwakeEventData/TT41.BPM.412347/Acquisition,/AwakeEventData/TT41.BPM.412347/Acquisition/horPos,12,"(12,)",float32
/AwakeEventData/TT41.BPM.412347/Acquisition,/AwakeEventData/TT41.BPM.412347/Acquisition/posOK,1,"(1,)",NA
/AwakeEventData/TT41.BPM.412347/Acquisition,/AwakeEventData/TT41.BPM.412347/Acquisition/sigma,12,"(12,)",int32
/AwakeEventData/TT41.BPM.412347/Acquisition,/AwakeEventData/TT41.BPM.412347/Acquisition/sigmaAvePos,1,"(1,)",float32
/AwakeEventData/TT41.BPM.412347/Acquisition,/AwakeEventData/TT41.BPM.412347/Acquisition/spsExtraction,1,(),bool
/AwakeEventData/TT41.BPM.412347/Acquisition,/AwakeEventData/TT41.BPM.412347/Acquisition/spsExtractionIndex,1,"(1,)",int32
/AwakeEventData/TT41.BPM.412347/Acquisition,/AwakeEventData/TT41.BPM.412347/Acquisition/verAvePos,1,"(1,)",float32
/AwakeEventData/TT41.BPM.412347/Acquisition,/AwakeEventData/TT41.BPM.412347/Acquisition/verPos,12,"(12,)",float32
/AwakeEventData/TT41.BPM.412349/Acquisition,/AwakeEventData/TT41.BPM.412349/Acquisition/horAvePos,1,"(1,)",float32
/AwakeEventData/TT41.BPM.412349/Acquisition,/AwakeEventData/TT41.BPM.412349/Acquisition/horPos,12,"(12,)",float32
/AwakeEventData/TT41.BPM.412349/Acquisition,/AwakeEventData/TT41.BPM.412349/Acquisition/posOK,1,"(1,)",NA
/AwakeEventData/TT41.BPM.412349/Acquisition,/AwakeEventData/TT41.BPM.412349/Acquisition/sigma,12,"(12,)",int32
/AwakeEventData/TT41.BPM.412349/Acquisition,/AwakeEventData/TT41.BPM.412349/Acquisition/sigmaAvePos,1,"(1,)",float32
/AwakeEventData/TT41.BPM.412349/Acquisition,/AwakeEventData/TT41.BPM.412349/Acquisition/spsExtraction,1,(),bool
/AwakeEventData/TT41.BPM.412349/Acquisition,/AwakeEventData/TT41.BPM.412349/Acquisition/spsExtractionIndex,1,"(1,)",int32
/AwakeEventData/TT41.BPM.412349/Acquisition,/AwakeEventData/TT41.BPM.412349/Acquisition/verAvePos,1,"(1,)",float32
/AwakeEventData/TT41.BPM.412349/Acquisition,/AwakeEventData/TT41.BPM.412349/Acquisition/verPos,12,"(12,)",float32
/AwakeEventData/TT41.BPM.412349_HF/Acquisition,/AwakeEventData/TT41.BPM.412349_HF/Acquisition/horAvePos,1,"(1,)",float32
/AwakeEventData/TT41.BPM.412349_HF/Acquisition,/AwakeEventData/TT41.BPM.412349_HF/Acquisition/horPos,12,"(12,)",float32
/AwakeEventData/TT41.BPM.412349_HF/Acquisition,/AwakeEventData/TT41.BPM.412349_HF/Acquisition/posOK,0,"(0,)",NA
/AwakeEventData/TT41.BPM.412349_HF/Acquisition,/AwakeEventData/TT41.BPM.412349_HF/Acquisition/sigma,12,"(12,)",int32
/AwakeEventData/TT41.BPM.412349_HF/Acquisition,/AwakeEventData/TT41.BPM.412349_HF/Acquisition/sigmaAvePos,1,"(1,)",float32
/AwakeEventData/TT41.BPM.412349_HF/Acquisition,/AwakeEventData/TT41.BPM.412349_HF/Acquisition/spsExtraction,1,(),bool
/AwakeEventData/TT41.BPM.412349_HF/Acquisition,/AwakeEventData/TT41.BPM.412349_HF/Acquisition/spsExtractionIndex,1,"(1,)",int32
/AwakeEventData/TT41.BPM.412349_HF/Acquisition,/AwakeEventData/TT41.BPM.412349_HF/Acquisition/verAvePos,1,"(1,)",float32
/AwakeEventData/TT41.BPM.412349_HF/Acquisition,/AwakeEventData/TT41.BPM.412349_HF/Acquisition/verPos,12,"(12,)",float32
/AwakeEventData/TT41.BPM.412351/Acquisition,/AwakeEventData/TT41.BPM.412351/Acquisition/horAvePos,1,"(1,)",float32
/AwakeEventData/TT41.BPM.412351/Acquisition,/AwakeEventData/TT41.BPM.412351/Acquisition/horPos,12,"(12,)",float32
/AwakeEventData/TT41.BPM.412351/Acquisition,/AwakeEventData/TT41.BPM.412351/Acquisition/posOK,1,"(1,)",NA
/AwakeEventData/TT41.BPM.412351/Acquisition,/AwakeEventData/TT41.BPM.412351/Acquisition/sigma,12,"(12,)",int32
