DatasetName,GroupName,HDF5FileName,SingletonValue,DatasetSize,DatasetShape,DatasetDatatype
/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthStd,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,0.0,1,"(1,)",float32
/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthStdOk,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,NA,1,(),NA
/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthStdThr,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,6e-10,1,"(1,)",float32
/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengths,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,NA,288,"(288,)",NA
/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakMax,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,0.41684029,1,"(1,)",float32
/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakMaxThr,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,0.5,1,"(1,)",float32
/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakMean,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,0.41684029,1,"(1,)",float32
/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakMin,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,0.41684029,1,"(1,)",float32
/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakMinThr,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,0.0,1,"(1,)",float32
/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakOk,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,NA,1,(),NA
/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakStd,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,0.0,1,"(1,)",float32
/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakStdOk,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,NA,1,(),NA
/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakStdThr,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,0.1,1,"(1,)",float32
/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeaks,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,NA,288,"(288,)",NA
/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPositions,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,NA,288,"(288,)",NA
/AwakeEventData/SPSBQMSPSv1/Acquisition/diagnostic,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,1000,1,"(1,)",int16
/AwakeEventData/SPSBQMSPSv1/Acquisition/doubletIntensitySplitOk,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,NA,1,(),NA
/AwakeEventData/SPSBQMSPSv1/Acquisition/doublets,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,NA,1,(),NA
/AwakeEventData/SPSBQMSPSv1/Acquisition/filledBuckets,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,NA,288,"(288,)",NA
/AwakeEventData/SPSBQMSPSv1/Acquisition/firstBunchPositionOk,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,NA,1,(),NA
/AwakeEventData/SPSBQMSPSv1/Acquisition/isTrailingDoublet,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,NA,0,"(0,)",NA
/AwakeEventData/SPSBQMSPSv1/Acquisition/nAllowedLongBunches,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,0,1,"(1,)",int16
/AwakeEventData/SPSBQMSPSv1/Acquisition/nBunches,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,1,1,"(1,)",int32
/AwakeEventData/SPSBQMSPSv1/Acquisition/nBunchesMax,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,1,1,"(1,)",int16
/AwakeEventData/SPSBQMSPSv1/Acquisition/nBunchesMaxOk,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,NA,1,(),NA
/AwakeEventData/SPSBQMSPSv1/Acquisition/nBunchesRamp,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,1,1,"(1,)",int32
/AwakeEventData/SPSBQMSPSv1/Acquisition/nSatellitesIntensity,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,0,1,"(1,)",int32
/AwakeEventData/SPSBQMSPSv1/Acquisition/nSatellitesMidBucket,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,0,1,"(1,)",int32
/AwakeEventData/SPSBQMSPSv1/Acquisition/nTooLongBunches,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,0,1,"(1,)",int16
/AwakeEventData/SPSBQMSPSv1/Acquisition/nWarningMessages,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,1,1,"(1,)",int16
/AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentDeltaMax,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,0.5626998,1,"(1,)",float32
/AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentDeltaMaxThr,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,0.3,1,"(1,)",float32
/AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentDeltas,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,0.6825581,1,"(1,)",float32
/AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentPeakMax,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,0.9860465,1,"(1,)",float32
/AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentPeakMaxThr,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,0.099999994,1,"(1,)",float32
/AwakeEventData/SPSBQMSPSv1/Acquisition/patternOk,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,NA,1,(),NA
/AwakeEventData/SPSBQMSPSv1/Acquisition/satelliteBucketsIntensity,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,NA,4620,"(4620,)",NA
/AwakeEventData/SPSBQMSPSv1/Acquisition/satelliteBucketsMid,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,NA,4620,"(4620,)",NA
/AwakeEventData/SPSBQMSPSv1/Acquisition/satellitesIntensityThr,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,0.08,1,"(1,)",float32
/AwakeEventData/SPSBQMSPSv1/Acquisition/satellitesMidBucketThr,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,0.04,1,"(1,)",float32
/AwakeEventData/SPSBQMSPSv1/Acquisition/satellitesOk,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,NA,1,(),NA
/AwakeEventData/SPSBQMSPSv1/Acquisition/stabilityOk,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,NA,1,(),NA
/AwakeEventData/SPSBQMSPSv1/Acquisition/tgmNLSQCTL,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,NA,1,(),NA
/AwakeEventData/SPSBQMSPSv1/Acquisition/tgmSCNUM,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,45,1,"(1,)",int32
/AwakeEventData/SPSBQMSPSv1/Acquisition/verifyPattern,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,NA,1,(),NA
/AwakeEventData/SPSBQMSPSv1/Acquisition/warningMessages,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,NA,50,"(50,)",NA
/AwakeEventData/SPSBQMSPSv1/Acquisition/wrongBuckets,/AwakeEventData/SPSBQMSPSv1/Acquisition,1541831457735000000_161_1.h5,NA,288,"(288,)",NA
/AwakeEventData/SPSBQMSPSv1/RawWavesFTAcquisition/rawWaveFT,/AwakeEventData/SPSBQMSPSv1/RawWavesFTAcquisition,1541831457735000000_161_1.h5,NA,80000,"(80000,)",NA
/AwakeEventData/SR.AWGAMP/Status/position,/AwakeEventData/SR.AWGAMP/Status,1541831457735000000_161_1.h5,180,1,"(1,)",int64
/AwakeEventData/SR.AWGPH/Status/position,/AwakeEventData/SR.AWGPH/Status,1541831457735000000_161_1.h5,330,1,"(1,)",int64
/AwakeEventData/SR.AWINTLK/PhaseAcq/phaseShifter,/AwakeEventData/SR.AWINTLK/PhaseAcq,1541831457735000000_161_1.h5,230.37,1,"(1,)",float32
/AwakeEventData/SR.SCOPE27.CH01/Acquisition/CTime,/AwakeEventData/SR.SCOPE27.CH01/Acquisition,1541831457735000000_161_1.h5,5549,1,"(1,)",int32
/AwakeEventData/SR.SCOPE27.CH01/Acquisition/cycleTag,/AwakeEventData/SR.SCOPE27.CH01/Acquisition,1541831457735000000_161_1.h5,4874,1,"(1,)",int32
/AwakeEventData/SR.SCOPE27.CH01/Acquisition/diffStamps,/AwakeEventData/SR.SCOPE27.CH01/Acquisition,1541831457735000000_161_1.h5,5549228961,1,"(1,)",int64
/AwakeEventData/SR.SCOPE27.CH01/Acquisition/firstSampleTime,/AwakeEventData/SR.SCOPE27.CH01/Acquisition,1541831457735000000_161_1.h5,-16.711111,1,"(1,)",float32
/AwakeEventData/SR.SCOPE27.CH01/Acquisition/offset,/AwakeEventData/SR.SCOPE27.CH01/Acquisition,1541831457735000000_161_1.h5,0.35526314,1,"(1,)",float32
/AwakeEventData/SR.SCOPE27.CH01/Acquisition/sampleInterval,/AwakeEventData/SR.SCOPE27.CH01/Acquisition,1541831457735000000_161_1.h5,0.25,1,"(1,)",float32
/AwakeEventData/SR.SCOPE27.CH01/Acquisition/sensitivity,/AwakeEventData/SR.SCOPE27.CH01/Acquisition,1541831457735000000_161_1.h5,1.5259022e-05,1,"(1,)",float32
/AwakeEventData/SR.SCOPE27.CH01/Acquisition/triggerError,/AwakeEventData/SR.SCOPE27.CH01/Acquisition,1541831457735000000_161_1.h5,-0.2245736,1,"(1,)",float32
/AwakeEventData/SR.SCOPE27.CH01/Acquisition/triggerStamp,/AwakeEventData/SR.SCOPE27.CH01/Acquisition,1541831457735000000_161_1.h5,1541831463284228961,1,"(1,)",int64
/AwakeEventData/SR.SCOPE27.CH01/Acquisition/value,/AwakeEventData/SR.SCOPE27.CH01/Acquisition,1541831457735000000_161_1.h5,NA,320,"(1, 320)",NA
/AwakeEventData/SR.SCOPE27.CH01/Acquisition/value_units,/AwakeEventData/SR.SCOPE27.CH01/Acquisition,1541831457735000000_161_1.h5,b'V',1,"(1,)",|S1
/AwakeEventData/SR.SCOPE28.CH01/Acquisition/CTime,/AwakeEventData/SR.SCOPE28.CH01/Acquisition,1541831457735000000_161_1.h5,5549,1,"(1,)",int32
/AwakeEventData/SR.SCOPE28.CH01/Acquisition/cycleTag,/AwakeEventData/SR.SCOPE28.CH01/Acquisition,1541831457735000000_161_1.h5,4874,1,"(1,)",int32
/AwakeEventData/SR.SCOPE28.CH01/Acquisition/diffStamps,/AwakeEventData/SR.SCOPE28.CH01/Acquisition,1541831457735000000_161_1.h5,5549196765,1,"(1,)",int64
/AwakeEventData/SR.SCOPE28.CH01/Acquisition/firstSampleTime,/AwakeEventData/SR.SCOPE28.CH01/Acquisition,1541831457735000000_161_1.h5,-16.711111,1,"(1,)",float32
/AwakeEventData/SR.SCOPE28.CH01/Acquisition/offset,/AwakeEventData/SR.SCOPE28.CH01/Acquisition,1541831457735000000_161_1.h5,0.3640351,1,"(1,)",float32
/AwakeEventData/SR.SCOPE28.CH01/Acquisition/sampleInterval,/AwakeEventData/SR.SCOPE28.CH01/Acquisition,1541831457735000000_161_1.h5,0.25,1,"(1,)",float32
/AwakeEventData/SR.SCOPE28.CH01/Acquisition/sensitivity,/AwakeEventData/SR.SCOPE28.CH01/Acquisition,1541831457735000000_161_1.h5,1.5259022e-05,1,"(1,)",float32
/AwakeEventData/SR.SCOPE28.CH01/Acquisition/triggerError,/AwakeEventData/SR.SCOPE28.CH01/Acquisition,1541831457735000000_161_1.h5,-0.23061843,1,"(1,)",float32
/AwakeEventData/SR.SCOPE28.CH01/Acquisition/triggerStamp,/AwakeEventData/SR.SCOPE28.CH01/Acquisition,1541831457735000000_161_1.h5,1541831463284196765,1,"(1,)",int64
/AwakeEventData/SR.SCOPE28.CH01/Acquisition/value,/AwakeEventData/SR.SCOPE28.CH01/Acquisition,1541831457735000000_161_1.h5,NA,320,"(1, 320)",NA
/AwakeEventData/SR.SCOPE28.CH01/Acquisition/value_units,/AwakeEventData/SR.SCOPE28.CH01/Acquisition,1541831457735000000_161_1.h5,b'V',1,"(1,)",|S1
/AwakeEventData/SR.SCOPE29.CH01/Acquisition/CTime,/AwakeEventData/SR.SCOPE29.CH01/Acquisition,1541831457735000000_161_1.h5,5549,1,"(1,)",int32
/AwakeEventData/SR.SCOPE29.CH01/Acquisition/cycleTag,/AwakeEventData/SR.SCOPE29.CH01/Acquisition,1541831457735000000_161_1.h5,4874,1,"(1,)",int32
/AwakeEventData/SR.SCOPE29.CH01/Acquisition/diffStamps,/AwakeEventData/SR.SCOPE29.CH01/Acquisition,1541831457735000000_161_1.h5,5549200518,1,"(1,)",int64
/AwakeEventData/SR.SCOPE29.CH01/Acquisition/firstSampleTime,/AwakeEventData/SR.SCOPE29.CH01/Acquisition,1541831457735000000_161_1.h5,-16.711111,1,"(1,)",float32
/AwakeEventData/SR.SCOPE29.CH01/Acquisition/offset,/AwakeEventData/SR.SCOPE29.CH01/Acquisition,1541831457735000000_161_1.h5,0.36842105,1,"(1,)",float32
/AwakeEventData/SR.SCOPE29.CH01/Acquisition/sampleInterval,/AwakeEventData/SR.SCOPE29.CH01/Acquisition,1541831457735000000_161_1.h5,0.25,1,"(1,)",float32
/AwakeEventData/SR.SCOPE29.CH01/Acquisition/sensitivity,/AwakeEventData/SR.SCOPE29.CH01/Acquisition,1541831457735000000_161_1.h5,1.5259022e-05,1,"(1,)",float32
/AwakeEventData/SR.SCOPE29.CH01/Acquisition/triggerError,/AwakeEventData/SR.SCOPE29.CH01/Acquisition,1541831457735000000_161_1.h5,-0.13917577,1,"(1,)",float32
/AwakeEventData/SR.SCOPE29.CH01/Acquisition/triggerStamp,/AwakeEventData/SR.SCOPE29.CH01/Acquisition,1541831457735000000_161_1.h5,1541831463284200518,1,"(1,)",int64
/AwakeEventData/SR.SCOPE29.CH01/Acquisition/value,/AwakeEventData/SR.SCOPE29.CH01/Acquisition,1541831457735000000_161_1.h5,NA,320,"(1, 320)",NA
/AwakeEventData/SR.SCOPE29.CH01/Acquisition/value_units,/AwakeEventData/SR.SCOPE29.CH01/Acquisition,1541831457735000000_161_1.h5,b'V',1,"(1,)",|S1
/AwakeEventData/SR.SCOPE30.CH01/Acquisition/CTime,/AwakeEventData/SR.SCOPE30.CH01/Acquisition,1541831457735000000_161_1.h5,5549,1,"(1,)",int32
/AwakeEventData/SR.SCOPE30.CH01/Acquisition/cycleTag,/AwakeEventData/SR.SCOPE30.CH01/Acquisition,1541831457735000000_161_1.h5,4874,1,"(1,)",int32
/AwakeEventData/SR.SCOPE30.CH01/Acquisition/diffStamps,/AwakeEventData/SR.SCOPE30.CH01/Acquisition,1541831457735000000_161_1.h5,5549216729,1,"(1,)",int64
/AwakeEventData/SR.SCOPE30.CH01/Acquisition/firstSampleTime,/AwakeEventData/SR.SCOPE30.CH01/Acquisition,1541831457735000000_161_1.h5,-1000.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE30.CH01/Acquisition/offset,/AwakeEventData/SR.SCOPE30.CH01/Acquisition,1541831457735000000_161_1.h5,0.065789476,1,"(1,)",float32
/AwakeEventData/SR.SCOPE30.CH01/Acquisition/sampleInterval,/AwakeEventData/SR.SCOPE30.CH01/Acquisition,1541831457735000000_161_1.h5,0.5,1,"(1,)",float32
/AwakeEventData/SR.SCOPE30.CH01/Acquisition/sensitivity,/AwakeEventData/SR.SCOPE30.CH01/Acquisition,1541831457735000000_161_1.h5,1.5259022e-05,1,"(1,)",float32
/AwakeEventData/SR.SCOPE30.CH01/Acquisition/triggerError,/AwakeEventData/SR.SCOPE30.CH01/Acquisition,1541831457735000000_161_1.h5,-0.3847302,1,"(1,)",float32
/AwakeEventData/SR.SCOPE30.CH01/Acquisition/triggerStamp,/AwakeEventData/SR.SCOPE30.CH01/Acquisition,1541831457735000000_161_1.h5,1541831463284216729,1,"(1,)",int64
/AwakeEventData/SR.SCOPE30.CH01/Acquisition/value,/AwakeEventData/SR.SCOPE30.CH01/Acquisition,1541831457735000000_161_1.h5,NA,4000,"(1, 4000)",NA
/AwakeEventData/SR.SCOPE30.CH01/Acquisition/value_units,/AwakeEventData/SR.SCOPE30.CH01/Acquisition,1541831457735000000_161_1.h5,b'V',1,"(1,)",|S1
/AwakeEventData/SR.SCOPE30.CH02/Acquisition/CTime,/AwakeEventData/SR.SCOPE30.CH02/Acquisition,1541831457735000000_161_1.h5,5549,1,"(1,)",int32
/AwakeEventData/SR.SCOPE30.CH02/Acquisition/cycleTag,/AwakeEventData/SR.SCOPE30.CH02/Acquisition,1541831457735000000_161_1.h5,4874,1,"(1,)",int32
/AwakeEventData/SR.SCOPE30.CH02/Acquisition/diffStamps,/AwakeEventData/SR.SCOPE30.CH02/Acquisition,1541831457735000000_161_1.h5,5549216729,1,"(1,)",int64
/AwakeEventData/SR.SCOPE30.CH02/Acquisition/firstSampleTime,/AwakeEventData/SR.SCOPE30.CH02/Acquisition,1541831457735000000_161_1.h5,-1000.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE30.CH02/Acquisition/offset,/AwakeEventData/SR.SCOPE30.CH02/Acquisition,1541831457735000000_161_1.h5,0.16447368,1,"(1,)",float32
/AwakeEventData/SR.SCOPE30.CH02/Acquisition/sampleInterval,/AwakeEventData/SR.SCOPE30.CH02/Acquisition,1541831457735000000_161_1.h5,0.5,1,"(1,)",float32
/AwakeEventData/SR.SCOPE30.CH02/Acquisition/sensitivity,/AwakeEventData/SR.SCOPE30.CH02/Acquisition,1541831457735000000_161_1.h5,7.629511e-06,1,"(1,)",float32
/AwakeEventData/SR.SCOPE30.CH02/Acquisition/triggerError,/AwakeEventData/SR.SCOPE30.CH02/Acquisition,1541831457735000000_161_1.h5,-0.3847302,1,"(1,)",float32
/AwakeEventData/SR.SCOPE30.CH02/Acquisition/triggerStamp,/AwakeEventData/SR.SCOPE30.CH02/Acquisition,1541831457735000000_161_1.h5,1541831463284216729,1,"(1,)",int64
/AwakeEventData/SR.SCOPE30.CH02/Acquisition/value,/AwakeEventData/SR.SCOPE30.CH02/Acquisition,1541831457735000000_161_1.h5,NA,4000,"(1, 4000)",NA
/AwakeEventData/SR.SCOPE30.CH02/Acquisition/value_units,/AwakeEventData/SR.SCOPE30.CH02/Acquisition,1541831457735000000_161_1.h5,b'V',1,"(1,)",|S1
/AwakeEventData/SR.SCOPE43.CH01/Acquisition/CTime,/AwakeEventData/SR.SCOPE43.CH01/Acquisition,1541831457735000000_161_1.h5,2962,1,"(1,)",int32
/AwakeEventData/SR.SCOPE43.CH01/Acquisition/cycleTag,/AwakeEventData/SR.SCOPE43.CH01/Acquisition,1541831457735000000_161_1.h5,23824,1,"(1,)",int32
/AwakeEventData/SR.SCOPE43.CH01/Acquisition/diffStamps,/AwakeEventData/SR.SCOPE43.CH01/Acquisition,1541831457735000000_161_1.h5,2962842675,1,"(1,)",int64
/AwakeEventData/SR.SCOPE43.CH01/Acquisition/firstSampleTime,/AwakeEventData/SR.SCOPE43.CH01/Acquisition,1541831457735000000_161_1.h5,0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH01/Acquisition/offset,/AwakeEventData/SR.SCOPE43.CH01/Acquisition,1541831457735000000_161_1.h5,-0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH01/Acquisition/sampleInterval,/AwakeEventData/SR.SCOPE43.CH01/Acquisition,1541831457735000000_161_1.h5,5.681818,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH01/Acquisition/sensitivity,/AwakeEventData/SR.SCOPE43.CH01/Acquisition,1541831457735000000_161_1.h5,3.0518044e-05,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH01/Acquisition/triggerError,/AwakeEventData/SR.SCOPE43.CH01/Acquisition,1541831457735000000_161_1.h5,0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH01/Acquisition/triggerStamp,/AwakeEventData/SR.SCOPE43.CH01/Acquisition,1541831457735000000_161_1.h5,1541831467897842675,1,"(1,)",int64
/AwakeEventData/SR.SCOPE43.CH01/Acquisition/value,/AwakeEventData/SR.SCOPE43.CH01/Acquisition,1541831457735000000_161_1.h5,NA,352,"(1, 352)",NA
/AwakeEventData/SR.SCOPE43.CH01/Acquisition/value_units,/AwakeEventData/SR.SCOPE43.CH01/Acquisition,1541831457735000000_161_1.h5,b'V',1,"(1,)",|S1
/AwakeEventData/SR.SCOPE43.CH02/Acquisition/CTime,/AwakeEventData/SR.SCOPE43.CH02/Acquisition,1541831457735000000_161_1.h5,2962,1,"(1,)",int32
/AwakeEventData/SR.SCOPE43.CH02/Acquisition/cycleTag,/AwakeEventData/SR.SCOPE43.CH02/Acquisition,1541831457735000000_161_1.h5,23824,1,"(1,)",int32
/AwakeEventData/SR.SCOPE43.CH02/Acquisition/diffStamps,/AwakeEventData/SR.SCOPE43.CH02/Acquisition,1541831457735000000_161_1.h5,2962842675,1,"(1,)",int64
/AwakeEventData/SR.SCOPE43.CH02/Acquisition/firstSampleTime,/AwakeEventData/SR.SCOPE43.CH02/Acquisition,1541831457735000000_161_1.h5,0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH02/Acquisition/offset,/AwakeEventData/SR.SCOPE43.CH02/Acquisition,1541831457735000000_161_1.h5,-0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH02/Acquisition/sampleInterval,/AwakeEventData/SR.SCOPE43.CH02/Acquisition,1541831457735000000_161_1.h5,5.681818,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH02/Acquisition/sensitivity,/AwakeEventData/SR.SCOPE43.CH02/Acquisition,1541831457735000000_161_1.h5,7.629511e-06,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH02/Acquisition/triggerError,/AwakeEventData/SR.SCOPE43.CH02/Acquisition,1541831457735000000_161_1.h5,0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH02/Acquisition/triggerStamp,/AwakeEventData/SR.SCOPE43.CH02/Acquisition,1541831457735000000_161_1.h5,1541831467897842675,1,"(1,)",int64
/AwakeEventData/SR.SCOPE43.CH02/Acquisition/value,/AwakeEventData/SR.SCOPE43.CH02/Acquisition,1541831457735000000_161_1.h5,NA,352,"(1, 352)",NA
/AwakeEventData/SR.SCOPE43.CH02/Acquisition/value_units,/AwakeEventData/SR.SCOPE43.CH02/Acquisition,1541831457735000000_161_1.h5,b'V',1,"(1,)",|S1
/AwakeEventData/SR.SCOPE43.CH03/Acquisition/CTime,/AwakeEventData/SR.SCOPE43.CH03/Acquisition,1541831457735000000_161_1.h5,2962,1,"(1,)",int32
/AwakeEventData/SR.SCOPE43.CH03/Acquisition/cycleTag,/AwakeEventData/SR.SCOPE43.CH03/Acquisition,1541831457735000000_161_1.h5,23824,1,"(1,)",int32
/AwakeEventData/SR.SCOPE43.CH03/Acquisition/diffStamps,/AwakeEventData/SR.SCOPE43.CH03/Acquisition,1541831457735000000_161_1.h5,2962842675,1,"(1,)",int64
/AwakeEventData/SR.SCOPE43.CH03/Acquisition/firstSampleTime,/AwakeEventData/SR.SCOPE43.CH03/Acquisition,1541831457735000000_161_1.h5,0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH03/Acquisition/offset,/AwakeEventData/SR.SCOPE43.CH03/Acquisition,1541831457735000000_161_1.h5,-0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH03/Acquisition/sampleInterval,/AwakeEventData/SR.SCOPE43.CH03/Acquisition,1541831457735000000_161_1.h5,5.681818,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH03/Acquisition/sensitivity,/AwakeEventData/SR.SCOPE43.CH03/Acquisition,1541831457735000000_161_1.h5,3.0518044e-05,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH03/Acquisition/triggerError,/AwakeEventData/SR.SCOPE43.CH03/Acquisition,1541831457735000000_161_1.h5,0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH03/Acquisition/triggerStamp,/AwakeEventData/SR.SCOPE43.CH03/Acquisition,1541831457735000000_161_1.h5,1541831467897842675,1,"(1,)",int64
/AwakeEventData/SR.SCOPE43.CH03/Acquisition/value,/AwakeEventData/SR.SCOPE43.CH03/Acquisition,1541831457735000000_161_1.h5,NA,352,"(1, 352)",NA
/AwakeEventData/SR.SCOPE43.CH03/Acquisition/value_units,/AwakeEventData/SR.SCOPE43.CH03/Acquisition,1541831457735000000_161_1.h5,b'V',1,"(1,)",|S1
/AwakeEventData/SR.SCOPE43.CH04/Acquisition/CTime,/AwakeEventData/SR.SCOPE43.CH04/Acquisition,1541831457735000000_161_1.h5,2962,1,"(1,)",int32
/AwakeEventData/SR.SCOPE43.CH04/Acquisition/cycleTag,/AwakeEventData/SR.SCOPE43.CH04/Acquisition,1541831457735000000_161_1.h5,23824,1,"(1,)",int32
/AwakeEventData/SR.SCOPE43.CH04/Acquisition/diffStamps,/AwakeEventData/SR.SCOPE43.CH04/Acquisition,1541831457735000000_161_1.h5,2962842675,1,"(1,)",int64
/AwakeEventData/SR.SCOPE43.CH04/Acquisition/firstSampleTime,/AwakeEventData/SR.SCOPE43.CH04/Acquisition,1541831457735000000_161_1.h5,0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH04/Acquisition/offset,/AwakeEventData/SR.SCOPE43.CH04/Acquisition,1541831457735000000_161_1.h5,-0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH04/Acquisition/sampleInterval,/AwakeEventData/SR.SCOPE43.CH04/Acquisition,1541831457735000000_161_1.h5,5.681818,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH04/Acquisition/sensitivity,/AwakeEventData/SR.SCOPE43.CH04/Acquisition,1541831457735000000_161_1.h5,3.0518045e-06,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH04/Acquisition/triggerError,/AwakeEventData/SR.SCOPE43.CH04/Acquisition,1541831457735000000_161_1.h5,0.0,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH04/Acquisition/triggerStamp,/AwakeEventData/SR.SCOPE43.CH04/Acquisition,1541831457735000000_161_1.h5,1541831467897842675,1,"(1,)",int64
